data,label,CCT_xc_class_000_distance,CCT_xc_class_001_distance,CCT_xc_class_000_count1,CCT_xc_class_001_count1,CCT_xc_class_000_count7,CCT_xc_class_001_count7,CCT_x4_class_000_distance,CCT_x4_class_001_distance,CCT_x4_class_000_count1,CCT_x4_class_001_count1,CCT_x4_class_000_count7,CCT_x4_class_001_count7,r50_xc_class_000_distance,r50_xc_class_001_distance,r50_xc_class_000_count1,r50_xc_class_001_count1,r50_xc_class_000_count7,r50_xc_class_001_count7,r50_xc_class_000_xs5,r50_xc_class_001_xs5,r50_xc_class_000_xs3,r50_xc_class_001_xs3,r50_xc_class_000_all3,r50_xc_class_001_all3,r50_xc_class_000_all5,r50_xc_class_001_all5,r50_x4_class_000_distance,r50_x4_class_001_distance,r50_x4_class_000_count1,r50_x4_class_001_count1,r50_x4_class_000_count7,r50_x4_class_001_count7
covid_hosp/train/0/053f237f-c835-4067-8a74-a0b7641bdaca.png,0,0.0016429884088492441,1.9961980236965693,1,0,7,0,0.1818315866454463,0.8741607636021604,1,0,7,0,3.0818787966069294e-07,1.993844403055097,0,1,6,1,5,0,3,0,3,0,5,0,0.048053049310946894,0.259088018850296,1,0,7,0
covid_hosp/train/0/053f400c-145d-4770-841c-3ea961bb3644.png,0,0.00011751458506270573,1.9989773966312625,1,0,6,1,0.09089411118846247,0.8956215046274404,1,0,7,0,0.0003861614760694021,1.9964735438887309,1,0,6,1,5,0,3,0,3,0,5,0,0.05398901238174181,0.2522411369712497,1,0,7,0
covid_hosp/train/0/056fb495-574d-4b37-9f89-77b9ced2ef43.png,0,0.00034390931758310206,1.9999932657147945,1,0,6,1,0.31723354136302995,0.8154278487413955,1,0,6,1,0.0006391516508456041,1.9891337654256995,1,0,7,0,5,0,3,0,3,0,5,0,0.07090969030650718,0.24169600791516233,1,0,7,0
covid_hosp/train/0/05c8ec6f-c41d-4dbe-a6a0-2875334b0b9e.png,0,0.000693136244838799,1.997747504373951,1,0,6,1,0.43375437571488185,0.8490166405988375,1,0,7,0,2.729042996840736e-05,1.992905774781582,1,0,7,0,5,0,3,0,3,0,5,0,0.1067874487255468,0.15997926969472487,1,0,7,0
covid_hosp/train/0/05cd4a95-8187-41ac-929c-226015cceefb.png,0,0.0003123981464753234,1.9999879929209785,1,0,7,0,0.1802201645742192,0.8707037002950007,1,0,7,0,0.0005572544464005347,1.989479342618102,1,0,6,1,3,2,1,2,1,2,1,4,0.1318102647168884,0.20370687535617726,1,0,6,1
covid_hosp/train/0/05d16b06-ffb2-40ab-b64a-299448999f72.png,0,0.0010406241340465971,1.9998763230367107,1,0,7,0,0.23541813227199926,0.8577800806662107,1,0,7,0,0.0005427433880360599,1.9968929731080407,1,0,7,0,5,0,3,0,3,0,5,0,0.08542083873118012,0.18490831243167427,1,0,7,0
covid_hosp/train/0/05d3b194-78bb-4fe9-aa1c-0f1d76e5641d.png,0,0.0010059421569935667,1.9998880894859368,1,0,7,0,0.17537233801962016,0.8170370636406117,1,0,7,0,7.740690021762475e-05,1.9950683100361482,1,0,7,0,5,0,3,0,3,0,5,0,0.045712400557662125,0.20528210965822946,1,0,7,0
covid_hosp/train/0/05ee72bf-6d12-4ac5-a47e-f43a7ea52a40.png,0,0.0008109640829325748,1.9999461398461413,1,0,7,0,0.2179518788098901,0.8947151296781166,1,0,7,0,0.00013870047965414134,1.9954773787659583,1,0,5,2,4,1,2,1,3,0,5,0,0.05347965987843217,0.16129446841891082,1,0,7,0
covid_hosp/train/0/05f6eacc-e1a9-4b88-a0ec-f4ab5ba72e93.png,0,0.0007475495641353636,1.9999615269967088,1,0,7,0,0.425531391114378,0.8094192482093986,0,1,6,1,0.0002183635272952067,1.9912087563277492,1,0,6,1,5,0,3,0,3,0,5,0,0.08123020283445459,0.2657172087261708,1,0,7,0
covid_hosp/train/0/05f88159-8c6e-4d9a-92a8-a20c6fb2930d.png,0,0.0005401476774992142,1.9999955826572111,1,0,7,0,0.2659433076737323,0.7984232602972852,1,0,7,0,0.00021473860169463066,1.9958556555744627,1,0,7,0,5,0,3,0,3,0,5,0,0.08146085871452657,0.2463881902583186,1,0,7,0
covid_hosp/train/0/05fa458a-9e6a-4e02-b85c-c8d67c3161cf.png,0,0.00040714081378745437,1.9982932432669644,0,1,6,1,0.24291757517817603,0.7660583879652729,1,0,7,0,2.6810217712558426e-08,1.9937829274410193,1,0,7,0,5,0,3,0,3,0,5,0,0.08547788423897507,0.23464956282288996,1,0,7,0
covid_hosp/train/0/0609cacd-b9a6-485f-a6f1-5bb7b88db8dd.png,0,2.4968658218660345e-05,1.9997393987251213,1,0,7,0,0.32326120842787875,0.8239326338816316,1,0,7,0,0.0024119840977856466,1.983616131918747,1,0,3,4,3,2,2,1,1,2,3,2,0.12316167798449318,0.2035081489148115,1,0,7,0
covid_hosp/train/0/06199c4d-5f6f-4736-81b1-07bf5b76bd78.png,0,0.0007961170731916045,1.9975647971623174,1,0,7,0,0.12690776012756944,0.7749472161808172,1,0,7,0,2.2451311645355077e-05,1.9944823963215708,1,0,6,1,5,0,3,0,3,0,5,0,0.0409801698334904,0.24887086638289402,1,0,7,0
covid_hosp/train/0/061ccabd-b0cf-4238-a053-28a1960c1923.png,0,8.142323040172261e-05,1.999090275975108,1,0,7,0,0.15813731768150507,0.9664587434585795,1,0,7,0,0.00043064606262144256,1.9966029997010515,1,0,7,0,5,0,3,0,3,0,5,0,0.06546008878515619,0.17940898356947044,1,0,7,0
covid_hosp/train/0/0623ea89-c89c-4743-b492-55e398de4c9b.png,0,0.0014836361865684378,1.999697867846934,1,0,6,1,0.24466978517251015,1.0916600811476405,1,0,7,0,0.0003778050359500851,1.9964481275977215,1,0,5,2,5,0,3,0,3,0,5,0,0.10091814413550215,0.23778767761356678,1,0,7,0
covid_hosp/train/0/063f63c9-7e5b-4360-8d19-0060d849fdbc.png,0,0.002271213713628595,1.9952693790963978,1,0,5,2,0.301777011276797,0.7729772155434379,1,0,7,0,0.0007138510201315507,1.9888329941321894,1,0,6,1,5,0,3,0,3,0,5,0,0.06978226361268092,0.2331665839629351,1,0,7,0
covid_hosp/train/0/06605bfa-0370-4979-a2bd-11173002abd1.png,0,0.008126037976584621,1.9876276497782264,1,0,6,1,0.4153547598629025,0.744623839828816,0,1,6,1,0.0004905169343473181,1.9897757098572084,1,0,7,0,5,0,3,0,3,0,5,0,0.11135063968938497,0.2557271492179596,1,0,7,0
covid_hosp/train/0/0666201a-fab4-4828-81dd-73292312c766.png,0,1.8989450097892764,0.1145514885358162,0,1,2,5,0.5742032997870349,0.5222087131689448,0,1,2,5,0.0008600903361896117,1.988276222016598,1,0,3,4,5,0,3,0,2,1,4,1,0.1124535695681782,0.15989695488226008,1,0,7,0
covid_hosp/train/0/067b7ea4-bc57-41d5-ae13-5137f9df5111.png,0,0.0006360054097819257,1.9978514405039256,1,0,7,0,0.1940411224735823,0.7971467241732748,1,0,7,0,2.4790652538020375e-05,1.992946914040358,1,0,7,0,5,0,3,0,3,0,5,0,0.047108968815253505,0.21620354470380931,1,0,7,0
covid_hosp/train/0/068ae297-8397-463e-927e-cb6693aeb8b5.png,0,0.0015610349531286483,1.999662389359289,1,0,6,1,0.17346973337079663,0.818439518885512,1,0,7,0,0.0006883600424492098,1.9972118787428,1,0,6,1,4,1,2,1,3,0,4,1,0.07159940396938469,0.24842535923101172,1,0,7,0
covid_hosp/train/0/068e882a-df1e-4d62-92a0-9eef12024b01.png,0,0.00238357930614963,1.9951079142577914,1,0,7,0,0.20766443638002852,0.7372479829334155,1,0,7,0,0.00038243222882217154,1.9964622468770283,1,0,7,0,5,0,3,0,3,0,5,0,0.052714964479182,0.23381657291398972,1,0,7,0
covid_hosp/train/0/06941d8e-2034-4503-b8d5-0eb13fc52f75.png,0,0.0006402833085666915,1.9978435867527156,1,0,7,0,0.26879144604271477,0.8838855032433683,1,0,7,0,8.11098248617581e-05,1.995097442761872,0,1,6,1,5,0,3,0,3,0,5,0,0.055381961836642124,0.1873283840798693,1,0,7,0
covid_hosp/train/0/069554dc-f5b0-4947-be4c-873dd6360b5a.png,0,0.002179227593380184,1.9954024751916335,1,0,7,0,0.23039144992345362,0.6537592470508561,1,0,7,0,6.496534976641044e-09,1.993744396505951,1,0,5,2,5,0,3,0,3,0,5,0,0.05299318960377608,0.20332986668733566,1,0,7,0
covid_hosp/train/0/06a7820e-8f38-4958-b871-518030a63432.png,0,0.0001526367394220074,1.9999228143320638,1,0,7,0,0.12006061480436347,0.8495746607737065,1,0,7,0,0.0001545301070482452,1.9955648065323683,1,0,7,0,5,0,3,0,3,0,5,0,0.08489256693282032,0.22371803956013303,1,0,7,0
covid_hosp/train/0/06ba1322-0274-47e0-b7eb-07c11d96360f.png,0,0.0003781718040990478,1.9999971333376099,1,0,7,0,0.12924399346310889,0.873801877351952,1,0,7,0,1.0119197796365498e-06,1.9935973998744045,1,0,7,0,4,1,2,1,3,0,5,0,0.05391694271875447,0.2729798748216061,1,0,7,0
covid_hosp/train/0/06bc1cfe-23a0-43a4-a01b-dfa10314bbb0.png,0,0.00019677566277609415,1.9999494131915778,1,0,7,0,0.16112997096322956,0.844711106965855,1,0,7,0,0.0004699894323079157,1.9967101474920415,1,0,6,1,5,0,3,0,3,0,5,0,0.09501992766290301,0.19911268650946445,1,0,7,0
covid_hosp/train/0/06bdaf90-df6a-46ae-ac6d-a4afb7937c8d.png,0,0.0006500879935910087,1.9999810093833164,1,0,7,0,0.21785672266320022,0.8815644834681329,1,0,7,0,6.128071098343568e-07,1.9936330000292286,1,0,7,0,5,0,3,0,3,0,5,0,0.06132324571943337,0.19207866730903533,1,0,7,0
covid_hosp/train/0/06ce1fa2-986b-4936-82f5-7b06d0d3b4ff.png,0,0.001276449652780287,1.9967673628711662,1,0,6,1,0.25230973941927504,0.9693656252016889,1,0,6,1,0.00036280415053069337,1.9964015521801186,1,0,6,1,5,0,3,0,3,0,5,0,0.08903630864703338,0.24762509064129945,1,0,7,0
covid_hosp/train/0/06ea9b14-2cac-42c6-b3d1-b955feafee23.png,0,0.0010621531511334492,1.9998688270489777,1,0,7,0,0.3166241659469231,0.7212377757315311,1,0,7,0,1.5590777364571373e-05,1.994364608958715,1,0,7,0,4,1,3,0,3,0,5,0,0.0935306798140989,0.1688426990723506,1,0,7,0
covid_hosp/train/0/06f4f57e-ab00-459a-aa03-2ffe1dc75bdb.png,0,0.0007811106027453274,1.999953626979142,1,0,7,0,0.20324427478314844,1.033741516606211,1,0,7,0,8.394856036586518e-05,1.9922281188090176,1,0,7,0,5,0,3,0,3,0,5,0,0.08941333960249209,0.21873914525525162,1,0,7,0
covid_hosp/train/0/06f6f5e7-610c-4122-8731-aac15337b5e8.png,0,0.00033515800215833114,1.9984442424764661,0,1,6,1,0.15431127078416818,0.9075034144716136,1,0,7,0,2.12711247504771e-08,1.993734087641288,0,1,5,2,5,0,3,0,3,0,5,0,0.050026372574605404,0.2475339915666871,1,0,7,0
covid_hosp/train/0/0700bc73-b6e3-412e-9e2f-aa0b83424804.png,0,2.6925714855408067e-05,1.999306843506524,1,0,7,0,0.4400002564093778,0.805163405418525,1,0,7,0,0.00022521315116696972,1.9911656707673946,1,0,7,0,5,0,3,0,3,0,5,0,0.0757460195844939,0.24584097675525707,1,0,7,0
covid_hosp/train/0/07015c3f-79d8-4340-9baf-255b2a5418bd.png,0,3.728549824422167e-05,1.9992577157534328,1,0,7,0,0.1873544958149681,0.7916712659040431,1,0,7,0,0.00020594104173021766,1.9912883796703578,1,0,6,1,5,0,3,0,3,0,5,0,0.05108394923422499,0.17887880538359635,1,0,7,0
covid_hosp/train/0/07045469-bbc4-42ca-a8b9-9c83ef77f704.png,0,6.904081425329611e-05,1.999132852106192,1,0,6,1,0.12740788528465874,0.76094247954887,1,0,7,0,8.083103573142125e-07,1.9936144656273243,1,0,7,0,5,0,3,0,3,0,5,0,0.04817730515052021,0.2386372119650505,1,0,7,0
covid_hosp/train/0/070efe1f-2b7a-4585-9e9b-561a4432fa57.png,0,0.0018657775897830131,1.9995133521442785,1,0,5,2,0.19051858186677761,0.89185323079669,1,0,7,0,0.0001115009904449904,1.995312299240141,1,0,7,0,5,0,3,0,3,0,5,0,0.05077879811937247,0.2365703851004528,1,0,7,0
covid_hosp/train/0/07120dca-52d2-4c79-84fd-a11f995df2fd.png,0,0.0016623811639849828,1.9961685690034272,1,0,7,0,0.20042114062213034,0.7245059474913605,1,0,7,0,3.30746039558516e-05,1.9946316279711471,1,0,6,1,5,0,3,0,3,0,5,0,0.04523477036301238,0.2313917643247163,1,0,7,0
covid_hosp/train/0/0716f059-34cb-4046-ae86-46b47756fc2b.png,0,0.00023106539021899852,1.9999647255475845,1,0,7,0,0.1401025892192359,0.9157711983398277,1,0,7,0,1.0999013467793972e-06,1.9935905565035248,1,0,6,1,4,1,2,1,3,0,4,1,0.0415684133088714,0.19424300541497375,1,0,7,0
covid_hosp/train/0/0725cf2e-03d2-4e38-90e1-a9a85da37276.png,0,0.0005178382407419191,1.999997386391426,1,0,7,0,0.48479269615545917,0.6969886947967261,0,1,4,3,0.0013687402047602992,1.9982321209342082,1,0,5,2,5,0,3,0,3,0,5,0,0.10354618460161191,0.18495312712074707,0,1,6,1
covid_hosp/train/0/07290e87-0c95-4daf-ae97-2f7f971f23c0.png,0,0.01261991141719554,1.9822048094105376,0,1,5,2,0.735465513519965,0.9975076626782253,0,1,2,5,0.0015588382243268972,1.9859810712789607,0,1,3,4,1,4,0,3,3,0,4,1,0.32132779526130517,0.2484046790642488,0,1,2,5
covid_hosp/train/0/072e0dbf-11d7-4c57-8161-10c8e7b2f0bf.png,0,0.0068707481903867995,1.996183544220497,1,0,5,2,0.369570751254901,0.5475812386337194,0,1,3,4,0.0037178859742629244,1.980451023058388,0,1,1,6,5,0,3,0,3,0,5,0,0.104196752426156,0.15137645831830837,0,1,4,3
covid_hosp/train/0/0736db5d-1989-4e0f-99c2-c72c7fa90e8e.png,0,6.177640705562482e-05,1.9991591055431075,1,0,7,0,0.2242435284057751,0.777601338819387,1,0,7,0,2.8011819613871225e-06,1.994018403167304,1,0,6,1,5,0,3,0,3,0,5,0,0.03800500658836414,0.1989921263458303,1,0,7,0
covid_hosp/train/0/07391275-3a53-4eb2-bb8e-160e9dc0a3c2.png,0,0.001634375209177641,1.9996278210078149,1,0,6,1,0.3841195945997955,0.7357852176091393,1,0,6,1,9.744402937728047e-05,1.992102846658748,1,0,6,1,5,0,3,0,3,0,5,0,0.12504533970590626,0.19092665349911586,1,0,6,1
covid_hosp/train/0/073c6a26-29f2-4e61-9c52-7d41f3807cca.png,0,0.0006505692603038238,1.999980927040163,1,0,7,0,0.1345797452837909,0.9731670367544194,1,0,7,0,6.785276653997752e-05,1.9949893216951589,1,0,7,0,5,0,3,0,3,0,5,0,0.04309750192017048,0.18520960033767253,1,0,7,0
covid_hosp/train/0/074113b7-da5f-4742-93fd-654ee20939f5.png,0,0.004769005193184017,1.9977021495472638,1,0,5,2,0.4173169009735108,0.9503472522226927,1,0,7,0,0.0007730815507512867,1.9973749019605653,1,0,5,2,4,1,2,1,2,1,4,1,0.06981392237395412,0.1574387691326803,1,0,7,0
covid_hosp/train/0/07444c7a-580b-4494-a883-3b33361a24ac.png,0,0.001370320323438201,1.9966190372454147,1,0,7,0,0.23692544504179003,0.7103897131073416,1,0,7,0,0.00152882908540386,1.9860710753671404,1,0,4,3,4,1,3,0,3,0,5,0,0.05120434576431743,0.1529964523828946,1,0,7,0
covid_hosp/train/0/0749e0ce-a84e-49bf-9275-a1ebd9281e3b.png,0,8.857809132400973e-06,1.9996700812184875,1,0,7,0,0.21453443287635832,0.9075372361161309,1,0,7,0,8.954888295764629e-05,1.9951611444674238,1,0,6,1,5,0,3,0,3,0,5,0,0.07605190906198178,0.24407618582410717,1,0,7,0
covid_hosp/train/0/07534f30-58a1-4043-b70e-156cdfafe1c6.png,0,0.00010521865629065097,1.9998815698137107,1,0,7,0,0.15197230021499253,1.0277324755849222,1,0,7,0,0.00016591793843068192,1.9915600105538966,1,0,7,0,5,0,3,0,3,0,5,0,0.060687191161895915,0.2207254042177993,1,0,7,0
covid_hosp/train/0/0755dd30-bcc6-4f75-9cf9-914962477fca.png,0,0.0040228705547107335,1.992853439239014,1,0,6,1,0.2204715968835662,0.8090297596629947,1,0,7,0,0.0012140574584150743,1.998046447595567,0,1,4,3,3,2,2,1,2,1,4,1,0.10422557824272305,0.15467937298022427,0,1,4,3
covid_hosp/train/0/0759abcb-6e42-4837-956f-d4e8a4cd3537.png,0,0.0004707905611228691,1.9981653868634057,1,0,5,2,0.2171795045099174,0.9970135068730281,1,0,7,0,8.873125671549076e-06,1.9942182839507705,1,0,6,1,5,0,3,0,3,0,5,0,0.05947433673360569,0.23387374937827432,1,0,7,0
covid_hosp/train/0/075f24e4-0d8e-4606-8e68-ee5ea0b953b5.png,0,0.0006098400225499345,1.9978997444704916,1,0,7,0,0.18329853851766065,0.7778077779257085,1,0,7,0,2.65856338743653e-05,1.9945442128153132,1,0,7,0,5,0,3,0,3,0,5,0,0.046588859133988136,0.2290060569276855,1,0,7,0
covid_hosp/train/0/075f7167-e5ac-4c3d-954a-33576cb50600.png,0,0.0011085811281464908,1.9970378790553927,1,0,7,0,0.259411134928315,0.7978268864306892,1,0,7,0,0.002174751436344269,1.984242138996475,1,0,4,3,4,1,3,0,3,0,5,0,0.052136971790680775,0.14785501047804972,1,0,7,0
